idregion,iddistrict,idchiefdom,idsection,sch_type,idschool_name
EASTERN,KAILAHUN,KPEJE WEST,NGOLAMA,B. Primary,ANSARUL ISLAMIC PRIMARY SCHOOL  
EASTERN,KAILAHUN,KPEJE WEST,PENAYAMA SECTION,D. Senior Secondary,SAINT JOHN VOCATIONAL SENIOR SECONDARY SCHOOL  
EASTERN,KAILAHUN,KPEJE WEST,PENAYAMA SECTION,C. Junior Secondary,SAINT JOHN'S VOCATIONAL SECONDARY SCHOOL.  
EASTERN,KAILAHUN,LUAWA,BAOMA LUAWA,B. Primary,METHODIST PRIMARY SCHOOL   
EASTERN,KAILAHUN,LUAWA,BAOMA LUAWA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,BUIMA  SECTION,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,FOIYA LUAWA,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,GAO,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,GAO,C. Junior Secondary,SIERRA LEONE MUSLIM BROTHERHOOD JUNIOR SECONDARY SCHOOL
EASTERN,KAILAHUN,LUAWA,GAO,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,GAO,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,GAO,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,GAO,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,GBELLA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,GBELLA,B. Primary,METHODIST PRIMARY SCHOOL   
EASTERN,KAILAHUN,LUAWA,GBELLA,B. Primary,METHODIST PRIMMARY SCHOOL   
EASTERN,KAILAHUN,LUAWA,GBELLA,B. Primary,SHALOM ACADEMY PRIMARY SCHOOL  
EASTERN,KAILAHUN,LUAWA,GBELLA,A. Pre- Primary,EARLY CHILD CENTRE DEVELOPMENT PRE-SCHOOL  
EASTERN,KAILAHUN,LUAWA,GBELLA,C. Junior Secondary,GBELA COMMUNITY JUNIOPR SECONDARY SCHOO. GBALAHUN  
EASTERN,KAILAHUN,LUAWA,GBELLA,B. Primary,AHMADIYYA MUSLIM PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,GBELLA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,GBELLA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,GBELLA,A. Pre- Primary,EARLY CHILDHOOD CAR DEVELOPMENT PRE-PRIMARY SCHOOL  
EASTERN,KAILAHUN,LUAWA,GBELLA,B. Primary,METHODIST PRIMARY SCHOOL SANDEYALLU  
EASTERN,KAILAHUN,LUAWA,GBELLA,B. Primary,AHMADIYYA MUSLIM PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,GBELLAH,B. Primary,METHODIST PRIMARY SCHOOL  
EASTERN,KAILAHUN,LUAWA,KISSI  KENEMA,B. Primary,"PROVINCIAL ISLAMIC  PRIMARY  SCHOOL ,   "
EASTERN,KAILAHUN,LUAWA,KISSI KENEMA,C. Junior Secondary,LUAWA ISLAMIC SECONDARY SCHOOL  
EASTERN,KAILAHUN,LUAWA,KONGONANI,A. Pre- Primary,COMMUNITY DAY CARE AND PRE-PRIMARY SCHOOL III
EASTERN,KAILAHUN,LUAWA,KONGONANI,B. Primary,COMMUNITY DAY CARE PRIMARY SCHOOL II  
EASTERN,KAILAHUN,LUAWA,KPONBALI,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,LOWER KPOMBALI,B. Primary,"METHODIST PRIMARY SCHOOL ,  NGIEMA  "
EASTERN,KAILAHUN,LUAWA,LUAWA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,C. Junior Secondary,NATIONAL JUNIOR SECONDARY SCHOOL   
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,A. Pre- Primary,ADULLAM PRE-PRIMARY KAILAHUN  
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,A. Pre- Primary,BETHEL WORD  PRE SCHOOL KAILAHUN  
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,A. Pre- Primary,FREE PENTICOSTAL PRE-SCHOOL  
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,A. Pre- Primary,HOLY CHILDHOOD PRE-SCHOOL  SAINT JOHN CATHOLIC)  
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,C. Junior Secondary,JOY OF SISTERHOOD JUNIOR  SECONDARY SCHOOL
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,C. Junior Secondary,KAILAHUN COMMUNITY SECONDARY SCHOOL  
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,A. Pre- Primary,DISTRICT EDUCATION COMMITTEE PRE-PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,C. Junior Secondary,LUAWA INTERNATIONAL ACADEMY JUNIOR SECONDARY SCHOOL  
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,A. Pre- Primary,LUAWA INTERNATIONAL ACADEMY PRE-SCHOOL  
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,D. Senior Secondary,LUAWA INTERNATIONAL ACADEMY SENIOR SEC. SCHOOL  
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,A. Pre- Primary,METHODIST PRE-PRIMARY SCHOOL  
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,C. Junior Secondary,METHODIST SECONDARY SCHOOL   
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,D. Senior Secondary,METHODIST SENIOR SECONDARY SCHOOL   
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,A. Pre- Primary,NATIONAL ISLAMIC PRE-PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,D. Senior Secondary,NATIONAL SENIOR SECONDARY SCHOOL  
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,A. Pre- Primary,NEW  HARVEST EVERY NATION PRE-PRIMARY SCHOOL  
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,A. Pre- Primary,NEW LIFE PRE-PRIMARY SCHOOL KAILAHUN.  
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,C. Junior Secondary,PROMOTION OF WOMEN'S EDUCATION AND RIGHTS JUNIOR SECONDARY SCHOOL  
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,A. Pre- Primary,PROMOTION OF WOMEN'S EDUCATION AND RIGHTS PRE SCHOOL  
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,C. Junior Secondary,TAHIR AHMADIYYA MUSLIM JUNIOR SECONDARY SCHOOL
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,B. Primary,TANGABU  SERVICES  PRIMARY  SCHOOL  
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,B. Primary,LUTHERAN PRIMARY SCHOOL  
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL II
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,B. Primary,LUAWA INTERNATIONAL ACADEMY PRIMARY SCHOOL  
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,B. Primary,AHMADIYYA MUSLIM PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,B. Primary,NEW HARVEST EVERY NATION PRIMARY SCHOOL  
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,B. Primary,AHMADIYYA MUSLIM PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,B. Primary,NATIONAL ISALIMIC PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,B. Primary,ADULLAM   PRIMARY   SCHOOL   
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,B. Primary,PROMOTION OF WOMEN'S EDUCATION AND RIGHTS PRIMARY SCHOOL  
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,B. Primary,METHODIST PRIMARY SCHOOL   
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,B. Primary,NEW LIFE PRIMARY SCHOOL  
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,B. Primary,FREE PENTICOSTAL PRIMARY SCHOOL  
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,B. Primary,METHODIST PRIMARY KEMBETAHUN LUAWA.  
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,A. Pre- Primary,COMMUNITY DAY CARE AND PRE-PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,A. Pre- Primary,COMMUNITY DAY CARE AND PRE-PRIMARY SCHOOL II
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,B. Primary,METHODIST PRIMARY SCHOOL NAMIEMA  
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,B. Primary,METHODIST PRIMARY NGEVOLA  
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,A. Pre- Primary,LUTHERAN PRE-SCHOOL  
EASTERN,KAILAHUN,LUAWA,LUAWA FOIYA,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,LUAWA FOYA,C. Junior Secondary,LUAWA  COMMUNITY JUNIOR SECONDARY SCHOOL  
EASTERN,KAILAHUN,LUAWA,LUAWA FOYA,B. Primary,NATIONAL ISALIMIC PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,LUAWA FOYA,B. Primary,METHODIST PRIMARY SCHOOL  
EASTERN,KAILAHUN,LUAWA,LUAWA FOYIA,B. Primary,"METHODIST PRIMARY SCHOOL , KENEWA  "
EASTERN,KAILAHUN,LUAWA,LUAWA FOYIA,B. Primary,METHODIST PRIMARY SCHOOL  
EASTERN,KAILAHUN,LUAWA,MASANTA,B. Primary,COMMUNITY DAY CARE PRIMARY SCHOOL I  
EASTERN,KAILAHUN,LUAWA,MENDE BUIMA,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,MOFINDOR SECTION,A. Pre- Primary,LUTHERAN PRE-SCHOOL  
EASTERN,KAILAHUN,LUAWA,MOFINDOR SECTION,C. Junior Secondary,KIDS IN KAILAHUN ACADEMY JR . SECODARY  
EASTERN,KAILAHUN,LUAWA,MOFINDOR SECTION,B. Primary,KIDS IN KAILAHUN ACADEMY PRIMARY  
EASTERN,KAILAHUN,LUAWA,MOFINDOR SECTION,B. Primary,METHODIST PRIMARY SCHOOL  
EASTERN,KAILAHUN,LUAWA,MOFINDOR SECTION,B. Primary,METHODIST PRIMARY SCHOOL  
EASTERN,KAILAHUN,LUAWA,MOFINDOR SECTION,B. Primary,METHODIST PRIMARY SCHOOL  
EASTERN,KAILAHUN,LUAWA,MOFINDOR SECTION,B. Primary,METHODIST PRIMARY SCHOOL  
EASTERN,KAILAHUN,LUAWA,NGEIHUN SECTION,B. Primary,AL QUDUS ISLAMIC PRIMARY SCHOOL  
EASTERN,KAILAHUN,LUAWA,NGEIHUN SECTION,A. Pre- Primary,COMMUNITY DAY CARE AND PRE-PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,NGEIHUN SECTION,C. Junior Secondary,MORAVIAN JUNIOR SECONDARY SCHOOL.  
EASTERN,KAILAHUN,LUAWA,NGEIHUN SECTION,D. Senior Secondary,MORAVIAN SENIOR SECONDARY SCHOOL  
EASTERN,KAILAHUN,LUAWA,NGEIHUN SECTION,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,NGEIHUN SECTION,B. Primary,METHODIST PRIMARY SCHOOL    
EASTERN,KAILAHUN,LUAWA,NGEIHUN SECTION,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,SEWALLU,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,SEWALLU,A. Pre- Primary,ROMAN CATHOLIC PRE-PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,SEWALLU,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,SEWALLU,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,UPPER KPOMBAI,B. Primary,SUPREME ISLAMIC PRIMARY  
EASTERN,KAILAHUN,LUAWA,UPPER KPOMBAI,B. Primary,METHODIST PRIMARY SCHOOL   
EASTERN,KAILAHUN,LUAWA,UPPER KPOMBAI,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,UPPER KPOMBAI,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,UPPER KPOMBAI,B. Primary,NATIONAL ISALIMIC PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,UPPER KPOMBAI,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,UPPER KPOMBAI,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,UPPER KPOMBAI,C. Junior Secondary,MAMBA SECONDARY SCHOOL  
EASTERN,KAILAHUN,LUAWA,UPPER KPOMBAI,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
EASTERN,KAILAHUN,LUAWA,UPPER KPOMBAI,B. Primary,SUPREME ISLAMIC PRIMARY  
EASTERN,KAILAHUN,MALEMA,BAMBURU,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
EASTERN,KAILAHUN,MALEMA,BAMBURU,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
EASTERN,KAILAHUN,MALEMA,BAMBURU,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
EASTERN,KAILAHUN,MALEMA,LOWER SAMIE,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
EASTERN,KAILAHUN,MALEMA,LOWER SAMIE,B. Primary,SIERRA LEONE CHURCH PRIMARY SCHOOL
EASTERN,KAILAHUN,MALEMA,LOWER SAMIE,B. Primary,METHODIST PRIMARY SCHOOL  
EASTERN,KAILAHUN,MALEMA,LOWER SAMIE,B. Primary,NATIONAL ISALIMIC PRIMARY SCHOOL
EASTERN,KAILAHUN,MALEMA,LOWER SAMIE,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
EASTERN,KAILAHUN,MALEMA,NJAGBELA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
EASTERN,KAILAHUN,MALEMA,NJAGBELA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
EASTERN,KAILAHUN,MALEMA,NJAGBELA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
EASTERN,KAILAHUN,MALEMA,NJAGBELA,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
EASTERN,KAILAHUN,MALEMA,PELEGBAMIMA,B. Primary,METHODIST PRIMARY SCHOOL  
EASTERN,KAILAHUN,MALEMA,PELEGBAMIMA,B. Primary,PROVINCIAL ISLAMIC PRIMARY SCHOOL  
EASTERN,KAILAHUN,MALEMA,PELEGBAMIMA,B. Primary,METHODIST PRIMARY SCHOOL  
EASTERN,KAILAHUN,MALEMA,PELEGBAMIMA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
EASTERN,KAILAHUN,MALEMA,UPPER  SAMIE,C. Junior Secondary,LAW MEMORIAL JUNIOR SECONDARY SCHOOL  
EASTERN,KAILAHUN,MALEMA,UPPER  SAMIE,C. Junior Secondary,PROVINCIAL ISLAMIC JUNIOR SECONDARY SCHOOL.  
EASTERN,KAILAHUN,MALEMA,UPPER  SAMIE,C. Junior Secondary,SAINT JOSEPH JUNIOR SECONDARY SCHOOL  
EASTERN,KAILAHUN,MALEMA,UPPER  SAMIE,B. Primary,METHODIST PRIMARY SCHOOL  
EASTERN,KAILAHUN,MALEMA,UPPER SAMIE,A. Pre- Primary,EARLY CHILDHOOD CARE AND DEVELOPMENT PRE-SCHOOL  
EASTERN,KAILAHUN,MALEMA,UPPER SAMIE,A. Pre- Primary,NEW LIFE PRE-SCHOOL JOJOIMA  
EASTERN,KAILAHUN,MALEMA,UPPER SAMIE,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
EASTERN,KAILAHUN,MALEMA,UPPER SAMIE,B. Primary,PROVINCIAL ISLAMIC PRIMARY SCHOOL  
EASTERN,KAILAHUN,MALEMA,UPPER SAMIE,B. Primary,SIERRA LEONE CHURCH PRIMARY SCHOOL
EASTERN,KAILAHUN,MANDU,GBONGBRE,A. Pre- Primary,BAIIMA CHRISTIAN ACADEMY PRE-PRIMARY  
EASTERN,KAILAHUN,MANDU,GBONGBRE,C. Junior Secondary,BAILMA CHRISTIAN ACADEMY JUNIOR SECONDARY SCHOOL  
EASTERN,KAILAHUN,MANDU,GBONGBRE,C. Junior Secondary,SAINT MICHAEL JUNIOR SECONDARY SCHOOL.  
EASTERN,KAILAHUN,MANDU,GBONGBRE,B. Primary,AHMADIYYA MUSLIM PRIMARY SCHOOL
EASTERN,KAILAHUN,MANDU,GBONGBRE,B. Primary,BAIIMA CHRISTIAN ACADEMY PRIMARY SCHOOL  
EASTERN,KAILAHUN,MANDU,GBONGBRE,B. Primary,SIERRA LEONE CHURCH PRIMARY SCHOOL
EASTERN,KAILAHUN,MANDU,GBONGBRE,B. Primary,COMMUNITY PRIMARY SCHOOL
EASTERN,KAILAHUN,MANDU,GBONGBRE,B. Primary,SIERRA LEONE CHURCH PRIMARY SCHOOL
EASTERN,KAILAHUN,MANDU,LOWER KUIVA,B. Primary,SIERRA LEONE CHURCH PRIMARY SCHOOL
EASTERN,KAILAHUN,MANDU,LOWER KUIVA,B. Primary,SIERRA LEONE CHURCH PRIMARY SCHOOL
EASTERN,KAILAHUN,MANDU,LOWER KUIVA,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
EASTERN,KAILAHUN,MANDU,LOWER KUIVA,B. Primary,PROVINCIAL ISLAMIC PRIMARY SCHOOL  
EASTERN,KAILAHUN,MANDU,NJEIGBLA,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
EASTERN,KAILAHUN,MANDU,NJEIGBLA,B. Primary,SIERRA LEONE CHURCH PRIMARY SCHOOL
EASTERN,KAILAHUN,MANDU,NJEIGBLA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
EASTERN,KAILAHUN,MANDU,NJEIGBLA,B. Primary,BISHOP KEILLI PRIMARY SCHOOL  
EASTERN,KAILAHUN,MANDU,UPPER KUIVA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
EASTERN,KAILAHUN,MANDU,UPPER KUIVA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
EASTERN,KAILAHUN,MANDU,UPPER KUIVA,A. Pre- Primary,MANDU EARLY CHILDHOOD CARE DEVELOPMENT CENTRE  
EASTERN,KAILAHUN,MANDU,UPPER KUIVA,C. Junior Secondary,MANDU JUNIOR SECONDARY SCHOOL.  
EASTERN,KAILAHUN,MANDU,UPPER KUIVA,B. Primary,METHODIST PRIMARY SCHOOL  
EASTERN,KAILAHUN,MANDU,UPPER KUIVA,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
EASTERN,KAILAHUN,MANDU,UPPER KUIVA,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
EASTERN,KAILAHUN,MANDU,UPPER KUIVA,B. Primary,KHULAFAI RASHIDEEN ISLAMIC PRIMARY SCHOOL  
EASTERN,KAILAHUN,MANDU,UPPER KUIVA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
EASTERN,KAILAHUN,MANDU,UPPER KUIVA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
EASTERN,KAILAHUN,MANDU,UPPER KUIVA,B. Primary,SUPREME ISLAMIC COUNCIL PRIMARY SCHOOL  
EASTERN,KAILAHUN,NJALUAHUN,DASEI,B. Primary,METHODIST PRIMARY SCHOOL  
EASTERN,KAILAHUN,NJALUAHUN,FALLAY,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
EASTERN,KAILAHUN,NJALUAHUN,FALLAY,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
EASTERN,KAILAHUN,NJALUAHUN,FALLAY,B. Primary,METHODIST PRIMARY SCHOOL  
EASTERN,KAILAHUN,NJALUAHUN,FAUYAH,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
EASTERN,KAILAHUN,NJALUAHUN,GBOO,B. Primary,NATIONAL ISALIMIC PRIMARY SCHOOL
EASTERN,KAILAHUN,NJALUAHUN,GBOO,B. Primary,METHODIST PRIMARY  
EASTERN,KAILAHUN,NJALUAHUN,GBOO,C. Junior Secondary,NJALUAHUN METHODIST JUNIOR SECONDARY SCHOOL.  
EASTERN,KAILAHUN,NJALUAHUN,GBOO,D. Senior Secondary,NJALUAHUN METHODIST SENIOR SECONDARY SCHOOL  
EASTERN,KAILAHUN,NJALUAHUN,JONGA,B. Primary,METHODIST PRIMARY SCHOOL  
EASTERN,KAILAHUN,NJALUAHUN,JONGA,B. Primary,PROVINCIAL ISLAMIC PRIMARY  
EASTERN,KAILAHUN,NJALUAHUN,KARGBU,B. Primary,PROVINCIAL ISLAMIC PRIMARY  
EASTERN,KAILAHUN,NJALUAHUN,KARGBU,B. Primary,PROVINCIAL ISLAMIC PRIMARY SCHOOL  
EASTERN,KAILAHUN,NJALUAHUN,KARGBU,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
EASTERN,KAILAHUN,NJALUAHUN,KARGBU,A. Pre- Primary,METHODIST PRE-PRIMARY SCHOOL  
EASTERN,KAILAHUN,NJALUAHUN,KARGBU,B. Primary,NJALUAHUN VOC. PRIMARY SCHOOL  
EASTERN,KAILAHUN,NJALUAHUN,KARGBU,C. Junior Secondary,WESLEY JUNIOR SECONDARY SCHOOL  
EASTERN,KAILAHUN,NJALUAHUN,KARGBU,D. Senior Secondary,WESLEY SENIOR SECONDARY SCHOOL  
EASTERN,KAILAHUN,NJALUAHUN,KARGBU,B. Primary,PROVINCIAL ISLAMIC PRIMARY  
EASTERN,KAILAHUN,NJALUAHUN,KARGBU,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
EASTERN,KAILAHUN,NJALUAHUN,KARGBU,B. Primary,NATIONAL ISALIMIC PRIMARY SCHOOL
EASTERN,KAILAHUN,NJALUAHUN,KEIMAYA,B. Primary,METHODIST PRIMARY SCHOOL  
EASTERN,KAILAHUN,NJALUAHUN,KEIMAYA,B. Primary,METHODIST PRIMARY SCHOOL  
EASTERN,KAILAHUN,NJALUAHUN,KEIMAYA,C. Junior Secondary,HANDS ON AFRICA HIGH SCHOOL  
EASTERN,KAILAHUN,NJALUAHUN,KEIMAYA,B. Primary,ISLAMIC CALL SOCIETY PRIMARY SCHOOL
EASTERN,KAILAHUN,NJALUAHUN,KEIMAYA,B. Primary,METHODIST PRIMARY SCHOOL  
EASTERN,KAILAHUN,NJALUAHUN,KEIMAYA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
EASTERN,KAILAHUN,NJALUAHUN,LOWER NYAWA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
EASTERN,KAILAHUN,NJALUAHUN,LOWER NYAWA,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
EASTERN,KAILAHUN,NJALUAHUN,LOWER NYAWA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
EASTERN,KAILAHUN,NJALUAHUN,LOWER NYAWA,B. Primary,AHMADIYYA MUSLIM PRIMARY SCHOOL
EASTERN,KAILAHUN,NJALUAHUN,MBOMBOMWAH,B. Primary,METHODIST PRIMARY SCHOOL   
EASTERN,KAILAHUN,NJALUAHUN,NDAN-SEI,B. Primary,PROVINCIAL ISLAMIC PRIMARY  
EASTERN,KAILAHUN,NJALUAHUN,SEI II,B. Primary,METHODIST PRIMARY SCHOOL  
EASTERN,KAILAHUN,NJALUAHUN,SEI II,C. Junior Secondary,KONA ISLAMIC JUNIOR SECONDARY SCHOOL
EASTERN,KAILAHUN,NJALUAHUN,SEI II,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
EASTERN,KAILAHUN,NJALUAHUN,SEI ONE,B. Primary,METHODIST PRIMARY SCHOOL  
EASTERN,KAILAHUN,NJALUAHUN,SEI ONE,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
EASTERN,KAILAHUN,NJALUAHUN,SEI ONE,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
EASTERN,KAILAHUN,NJALUAHUN,SEI ONE,A. Pre- Primary,BARUDEEN ISLAMIC PRESCHOOL SEGBWEMA  
EASTERN,KAILAHUN,NJALUAHUN,SEI ONE,C. Junior Secondary,HOLY GHOST JUNIOR SECONDARY SCHOOL.   
EASTERN,KAILAHUN,NJALUAHUN,SEI ONE,D. Senior Secondary,HOLY GHOST SENIOR SECONDARY SCHOOL  
EASTERN,KAILAHUN,NJALUAHUN,SEI ONE,B. Primary,KHULAFAI RASHIDEEN PRIMARY  
EASTERN,KAILAHUN,NJALUAHUN,SEI ONE,C. Junior Secondary,MAHMOOD AHMADIYYA MUSLIM JUNIOR SECONDARY SCHOOL
